SalesOrderID;RevisionNumber;OrderDate;DueDate;ShipDate;Status;OnlineOrderFlag;SalesOrderNumber;PurchaseOrderNumber;AccountNumber;CustomerID;SalesPersonID;TerritoryID;BillToAddressID;ShipToAddressID;ShipMethodID;CreditCardID;CreditCardApprovalCode;CurrencyRateID;SubTotal;TaxAmt;Freight;TotalDue;Comment;rowguid;ModifiedDate
69700;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69700;;10-4030-011621;11621;;1;26565;26565;1;14794;229161Vi76658;;120.95;9.676;3.0238;133.6498;;D61BE4F5-4A91-4A63-89C3-09689039E6B3;08.04.2014 00:00
69701;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69701;;10-4030-016141;16141;;4;17374;17374;1;15897;435462Vi82124;;589.96;47.1968;14.749;651.9058;;61C016DB-BA80-4961-800E-BDFB50A7FBFD;08.04.2014 00:00
69702;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69702;;10-4030-019997;19997;;6;15130;15130;1;5195;536366Vi27169;11768;2439.99;195.1992;60.9998;2696.189;;6C461A3C-52EC-4390-B699-E6134785B887;08.04.2014 00:00
69703;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69703;;10-4030-017604;17604;;1;26410;26410;1;10442;1136368Vi53843;;2369.97;189.5976;59.2493;2618.8169;;0DE90446-3FEA-46DC-8321-7F85F4CF7DA9;08.04.2014 00:00
69704;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69704;;10-4030-016961;16961;;4;16860;16860;1;4340;836505Vi22768;;2318.96;185.5168;57.974;2562.4508;;F5B29E26-A1BE-4396-9515-DCF8EF85554F;08.04.2014 00:00
69705;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69705;;10-4030-015289;15289;;4;17284;17284;1;1150;236634Vi5821;;791.47;63.3176;19.7868;874.5744;;D62474EF-A499-415B-AF9F-AC5A08F05A3D;08.04.2014 00:00
69706;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69706;;10-4030-013710;13710;;6;20567;20567;1;7037;637088Vi36552;11768;2341.46;187.3168;58.5365;2587.3133;;0DAA7E83-FDB0-4119-BD61-5E98DD0D87C7;08.04.2014 00:00
69707;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69707;;10-4030-026439;26439;;9;24375;24375;1;14867;838776Vi77000;11766;1155.48;92.4384;28.887;1276.8054;;44D4BCAD-424A-4975-9315-52466971DADC;08.04.2014 00:00
69708;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69708;;10-4030-017326;17326;;9;18994;18994;1;3396;339600Vi17882;11766;889.49;71.1592;22.2373;982.8865;;3A5D9DFB-6B1D-4022-AF35-DF0428A889B6;08.04.2014 00:00
69709;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69709;;10-4030-015785;15785;;9;22188;22188;1;10076;539718Vi51906;11766;2382.93;190.6344;59.5733;2633.1377;;D4F7F070-626C-418D-8A36-57263A5C5C4B;08.04.2014 00:00
69710;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69710;;10-4030-015719;15719;;9;21461;21461;1;7444;1139740Vi38616;11766;2380.47;190.4376;59.5118;2630.4194;;5D816B4C-5A68-4797-9B8C-18F8555C1E6E;08.04.2014 00:00
69711;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69711;;10-4030-023739;23739;;4;16618;16618;1;15150;540688Vi78354;;573.42;45.8736;14.3355;633.6291;;5940A660-DC68-42EC-B73B-13A9DD10531A;08.04.2014 00:00
69712;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69712;;10-4030-023874;23874;;1;12951;12951;1;10916;740694Vi56276;;539.99;43.1992;13.4998;596.689;;E948E08C-845C-4266-AC5E-4FBB01230A2D;08.04.2014 00:00
69713;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69713;;10-4030-021699;21699;;4;14963;14963;1;15642;441227Vi80838;;1158.96;92.7168;28.974;1280.6508;;CD972371-A524-42EE-88E2-1BB8291C2461;08.04.2014 00:00
69714;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69714;;10-4030-021700;21700;;4;23628;23628;1;5687;741230Vi29780;;1174.48;93.9584;29.362;1297.8004;;A1449B56-F5F4-42F0-9F3A-65753B1CAA5E;08.04.2014 00:00
69715;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69715;;10-4030-018801;18801;;4;21281;21281;1;8421;141573Vi43605;;1799.48;143.9584;44.987;1988.4254;;C0B0CF9D-4BC1-4E53-B1F2-6E3767552A5E;08.04.2014 00:00
69716;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69716;;10-4030-014354;14354;;4;13384;13384;1;13755;741576Vi71326;;1754.98;140.3984;43.8745;1939.2529;;09A6A382-A22A-42E7-8194-14BB8FA60789;08.04.2014 00:00
69717;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69717;;10-4030-028553;28553;;7;23258;23258;1;10525;1142330Vi54236;;1145.48;91.6384;28.637;1265.7554;;90CAAD20-2BD9-440D-8E03-7DE7DF4802AE;08.04.2014 00:00
69718;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69718;;10-4030-028701;28701;;8;23358;23358;1;6391;942332Vi33188;;1155.48;92.4384;28.887;1276.8054;;4645C9B9-49A5-4155-A977-4C44489374CA;08.04.2014 00:00
69719;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69719;;10-4030-025447;25447;;10;20178;20178;1;6678;842342Vi34762;11771;1164.47;93.1576;29.1118;1286.7394;;1651CDE2-2D85-4ACD-98F3-611B70574BDD;08.04.2014 00:00
69720;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69720;;10-4030-020970;20970;;8;23763;23763;1;3233;942358Vi17013;;1179.47;94.3576;29.4868;1303.3144;;834D334B-FA29-456B-A2B9-358F900F4C3A;08.04.2014 00:00
69721;8;01.04.2014 00:00;13.04.2014 00:00;08.04.2014 00:00;5;WAHR;SO69721;;10-4030-013128;13128;;9;21320;21320;1;3671;843231Vi19386;11766;2438.06;195.0448;60.9515;2694.0563;;3AE35BD0-4340-43A5-BC8B-460AA6A61CB3;08.04.2014 00:00
69722;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69722;;10-4030-018215;18215;;9;21491;21491;1;9090;617573Vi46893;11777;141.98;11.3584;3.5495;156.8879;;FA5C8069-898E-4997-B0C4-E42708D44C65;09.04.2014 00:00
69723;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69723;;10-4030-016343;16343;;9;29175;29175;1;;;11777;21.98;1.7584;0.5495;24.2879;;B16DE325-BD85-4AE6-AA21-F39753577A54;09.04.2014 00:00
69724;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69724;;10-4030-029101;29101;;9;22864;22864;1;6037;517925Vi31391;11777;7.28;0.5824;0.182;8.0444;;4966B30E-6223-4E23-BEAC-95E31C0A61F4;09.04.2014 00:00
69725;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69725;;10-4030-021383;21383;;9;26119;26119;1;6811;618189Vi35506;11777;69.99;5.5992;1.7498;77.339;;2C15E999-7A56-472A-BDC2-6D679BDFB7B3;09.04.2014 00:00
69726;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69726;;10-4030-026182;26182;;9;26652;26652;1;11697;918277Vi60508;11777;6.28;0.5024;0.157;6.9394;;45499E18-6F15-40D7-894A-2906D79A7ED0;09.04.2014 00:00
69727;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69727;;10-4030-012357;12357;;9;26847;26847;1;2195;918316Vi11440;11777;3.99;0.3192;0.0998;4.409;;6DA2D103-63C4-499B-A728-69A9FE5D15C9;09.04.2014 00:00
69728;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69728;;10-4030-029119;29119;;9;23499;23499;1;14659;918406Vi76034;11777;69.97;5.5976;1.7493;77.3169;;43E7B1A7-15CB-49B5-8BD6-148114BEE7C0;09.04.2014 00:00
69729;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69729;;10-4030-015024;15024;;9;26867;26867;1;7606;518879Vi39407;11777;8.99;0.7192;0.2248;9.934;;8A97BA24-EE67-4651-BF90-48B6213AACB3;09.04.2014 00:00
69730;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69730;;10-4030-018215;18215;;9;21491;21491;1;9090;618890Vi46893;11777;8.99;0.7192;0.2248;9.934;;FBD4E3B8-2CA6-408F-B411-BEA161EB70BD;09.04.2014 00:00
69731;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69731;;10-4030-020718;20718;;10;24650;24650;1;589;219174Vi3031;11782;2500.44;200.0352;62.511;2762.9862;;8BDEBD6E-AFD6-485F-B543-62B2D8BAB0A9;09.04.2014 00:00
69732;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69732;;10-4030-017977;17977;;10;26612;26612;1;5719;619462Vi29960;11782;784.47;62.7576;19.6118;866.8394;;255E822E-8B55-4148-AFD4-EFDEE4EF9A4C;09.04.2014 00:00
69733;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69733;;10-4030-019441;19441;;7;14333;14333;1;12987;1119482Vi67194;;784.47;62.7576;19.6118;866.8394;;6876D5BB-32BF-4C98-987D-F46B94333289;09.04.2014 00:00
69734;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69734;;10-4030-022519;22519;;8;15493;15493;1;14113;319500Vi73204;;921.77;73.7416;23.0443;1018.5559;;61F6BB7F-6239-4AE4-AF22-0819DC436BBB;09.04.2014 00:00
69735;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69735;;10-4030-014928;14928;;10;20157;20157;1;15574;620082Vi80465;11782;2376.96;190.1568;59.424;2626.5408;;E2B37CD1-9267-413F-8242-438DE8D22F47;09.04.2014 00:00
69736;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69736;;10-4030-018626;18626;;8;26274;26274;1;1292;120102Vi6553;;2354.98;188.3984;58.8745;2602.2529;;B67E3CC3-7A8F-455A-AAB9-DF1C1A7CB73C;09.04.2014 00:00
69737;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69737;;10-4030-016197;16197;;8;24330;24330;1;8120;1120213Vi42100;;574.98;45.9984;14.3745;635.3529;;CB06A1CF-80BF-441D-AA1B-1CD43FFBDB2E;09.04.2014 00:00
69738;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69738;;10-4030-021019;21019;;7;28642;28642;1;11289;1020223Vi58221;;629.96;50.3968;15.749;696.1058;;D2A0A448-5A12-4858-922A-A40394A736E2;09.04.2014 00:00
69739;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69739;;10-4030-011632;11632;;6;11826;11826;1;13889;820479Vi72014;11779;34.99;2.7992;0.8748;38.664;;17FFD303-4804-47D0-AFA7-3A3A291856D5;09.04.2014 00:00
69740;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69740;;10-4030-011300;11300;;6;22168;22168;1;7336;1121488Vi38061;11779;88.97;7.1176;2.2243;98.3119;;D6B0F929-08BB-4A08-8D13-E7258F6C9240;09.04.2014 00:00
69741;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69741;;10-4030-027245;27245;;4;20686;20686;1;6088;421689Vi31673;;33.98;2.7184;0.8495;37.5479;;50FA8DFB-A637-446A-B85E-9BE705DB73D4;09.04.2014 00:00
69742;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69742;;10-4030-025205;25205;;4;27338;27338;1;6163;221834Vi32026;;32.27;2.5816;0.8068;35.6584;;59E826E7-22BF-4471-A2D8-9E3B4C2ABA27;09.04.2014 00:00
69743;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69743;;10-4030-028048;28048;;4;15031;15031;1;5416;1221933Vi28390;;84.47;6.7576;2.1118;93.3394;;468361C6-CC50-4F8A-B4D4-4104569E517D;09.04.2014 00:00
69744;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69744;;10-4030-024971;24971;;4;26626;26626;1;1264;722551Vi6418;;152.6;12.208;3.815;168.623;;48D09E06-6C4A-4705-8DFF-A8C3D69F0C4C;09.04.2014 00:00
69745;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69745;;10-4030-021719;21719;;1;29794;29794;1;;;;99.96;7.9968;2.499;110.4558;;54EDCDBD-81E6-4EEF-A2AB-8DA59196C671;09.04.2014 00:00
69746;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69746;;10-4030-022228;22228;;1;18913;18913;1;1282;123385Vi6501;;37.27;2.9816;0.9318;41.1834;;85E4EDDB-E82D-4949-99FB-163473004BCA;09.04.2014 00:00
69747;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69747;;10-4030-019232;19232;;6;26877;26877;1;17244;323588Vi89502;11779;38.98;3.1184;0.9745;43.0729;;B15E3321-D62A-48E3-9DB2-7E1A99D1846F;09.04.2014 00:00
69748;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69748;;10-4030-021145;21145;;4;13582;13582;1;2790;723949Vi14521;;69.97;5.5976;1.7493;77.3169;;A4C030F9-4799-43DA-A186-8C2E0287B322;09.04.2014 00:00
69749;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69749;;10-4030-020325;20325;;4;13874;13874;1;16407;224369Vi84848;;78.98;6.3184;1.9745;87.2729;;96018D13-5C9D-47E1-BDB4-623B009B875C;09.04.2014 00:00
69750;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69750;;10-4030-018345;18345;;6;21615;21615;1;8626;626163Vi44552;11779;85.48;6.8384;2.137;94.4554;;A843A88E-4CC5-4783-9275-DC669799048D;09.04.2014 00:00
69751;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69751;;10-4030-013413;13413;;1;12931;12931;1;12625;426218Vi65310;;56.97;4.5576;1.4243;62.9519;;05C10A45-2034-4ABE-92FF-20C7ACFD5BB2;09.04.2014 00:00
69752;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69752;;10-4030-018149;18149;;10;18968;18968;1;14215;226608Vi73718;11782;35;2.8;0.875;38.675;;B10E32B9-3173-4376-B1CE-26DBDAE7356C;09.04.2014 00:00
69753;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69753;;10-4030-021520;21520;;10;13387;13387;1;6800;126981Vi35444;11782;32.27;2.5816;0.8068;35.6584;;6AF3A715-749F-4A98-8EFC-EF11E8EC027E;09.04.2014 00:00
69754;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69754;;10-4030-028567;28567;;7;16267;16267;1;12840;1227014Vi66406;;69.99;5.5992;1.7498;77.339;;383B4C5A-8B1A-4EE2-9A7D-F544755DCC31;09.04.2014 00:00
69755;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69755;;10-4030-019371;19371;;8;20188;20188;1;5118;927440Vi26786;;32.28;2.5824;0.807;35.6694;;AEDB242D-E6FE-462A-8C3A-7641E1163D6F;09.04.2014 00:00
69756;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69756;;10-4030-022661;22661;;7;25507;25507;1;18944;1028474Vi98431;;68.97;5.5176;1.7243;76.2119;;16853EF4-DCA3-4563-AA9C-A7AAF2EBFDCE;09.04.2014 00:00
69757;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69757;;10-4030-013828;13828;;8;14620;14620;1;10328;228989Vi53307;;166.28;13.3024;4.157;183.7394;;B8A1C4F7-589B-4B63-AEFE-FB72D6576E30;09.04.2014 00:00
69758;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69758;;10-4030-014633;14633;;6;24016;24016;1;10848;529908Vi55979;11779;146.95;11.756;3.6738;162.3798;;6EE0E41C-998D-4C7D-BD73-BC1963136072;09.04.2014 00:00
69759;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69759;;10-4030-017337;17337;;6;13644;13644;1;15317;1230389Vi79163;11779;21.98;1.7584;0.5495;24.2879;;6A2D5584-89A8-4EC8-9605-D74815340B80;09.04.2014 00:00
69760;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69760;;10-4030-012324;12324;;8;14351;14351;1;18010;1030804Vi93442;;58.98;4.7184;1.4745;65.1729;;7EB6678F-66BF-4F24-B591-E0814AD15778;09.04.2014 00:00
69761;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69761;;10-4030-018068;18068;;4;27050;27050;1;4757;536337Vi24964;;2439.99;195.1992;60.9998;2696.189;;BD9537A6-5382-48E5-9DB9-1D79A274D30F;09.04.2014 00:00
69762;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69762;;10-4030-015309;15309;;4;27399;27399;1;6726;236596Vi35019;;839.48;67.1584;20.987;927.6254;;756B2903-3798-4ED6-9EF4-CDA6D7804213;09.04.2014 00:00
69763;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69763;;10-4030-015312;15312;;4;16674;16674;1;14383;1236598Vi74535;;848.47;67.8776;21.2118;937.5594;;BC69AE7E-B68E-4175-BBC7-2971FB5B892C;09.04.2014 00:00
69764;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69764;;10-4030-015333;15333;;4;19152;19152;1;18288;536601Vi94917;;848.47;67.8776;21.2118;937.5594;;EE90A46E-0099-43EC-95F9-69CD05EC8DBE;09.04.2014 00:00
69765;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69765;;10-4030-015308;15308;;4;20465;20465;1;2261;436636Vi11828;;839.48;67.1584;20.987;927.6254;;D12AE7E6-2C04-4BBF-A7DC-3132C952FC75;09.04.2014 00:00
69766;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69766;;10-4030-018357;18357;;1;18193;18193;1;3440;236661Vi18137;;2309.97;184.7976;57.7493;2552.5169;;20900319-23E6-4569-8A05-8C8C89375462;09.04.2014 00:00
69767;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69767;;10-4030-013353;13353;;1;15896;15896;1;12709;636796Vi65722;;2365.94;189.2752;59.1485;2614.3637;;76A882A0-FF01-4A85-A193-678B6EC64748;09.04.2014 00:00
69768;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69768;;10-4030-017399;17399;;4;24353;24353;1;1924;637037Vi10015;;2366.96;189.3568;59.174;2615.4908;;B019FC55-57CA-419D-831D-7BEB7C560475;09.04.2014 00:00
69769;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69769;;10-4030-013551;13551;;10;27799;27799;1;17071;237653Vi88655;11782;1223.84;97.9072;30.596;1352.3432;;718C9CFB-D184-4102-AEBA-D97C9E7BFBCC;09.04.2014 00:00
69770;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69770;;10-4030-019439;19439;;8;16870;16870;1;6186;1137654Vi32150;;1273.83;101.9064;31.8458;1407.5822;;9EC3AABB-DC19-4955-BC89-C4487A076B95;09.04.2014 00:00
69771;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69771;;10-4030-029371;29371;;8;27950;27950;1;7317;637755Vi37971;;777.34;62.1872;19.4335;858.9607;;40F9622F-E771-4387-BCC8-AC00010359C5;09.04.2014 00:00
69772;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69772;;10-4030-017781;17781;;8;14472;14472;1;3087;1037816Vi16258;;2393.06;191.4448;59.8265;2644.3313;;35B63B22-1312-4D89-AFB6-74F9DDF9A73B;09.04.2014 00:00
69773;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69773;;10-4030-017214;17214;;10;15269;15269;1;2754;937829Vi14339;11782;2393.06;191.4448;59.8265;2644.3313;;7CDE8832-55D6-412A-9E35-6AA551D2DA37;09.04.2014 00:00
69774;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69774;;10-4030-017225;17225;;10;23524;23524;1;18216;937838Vi94474;11782;2483.03;198.6424;62.0758;2743.7482;;E2ABC8D2-0EE6-4D6B-8FBC-369795073B16;09.04.2014 00:00
69775;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69775;;10-4030-026165;26165;;9;11834;11834;1;14968;138375Vi77518;11777;1174.48;93.9584;29.362;1297.8004;;0D6055FB-D5C0-4B67-8399-11E3751DDAEA;09.04.2014 00:00
69776;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69776;;10-4030-022193;22193;;9;12383;12383;1;18977;1038549Vi98615;11777;2443.35;195.468;61.0838;2699.9018;;8D1F1CA7-0D5F-44FB-88EE-B803A08D1536;09.04.2014 00:00
69777;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69777;;10-4030-024371;24371;;9;27613;27613;1;9567;538702Vi49334;11777;1750.47;140.0376;43.7618;1934.2694;;16089F51-C24A-47CE-B07A-1A485E3D2D68;09.04.2014 00:00
69778;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69778;;10-4030-026444;26444;;9;24640;24640;1;18178;138739Vi94256;11777;1155.72;92.4576;28.893;1277.0706;;DBD064DF-DA28-4E06-B67D-0A202B554FB3;09.04.2014 00:00
69779;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69779;;10-4030-026442;26442;;9;20613;20613;1;3171;238780Vi16662;11777;1136.76;90.9408;28.419;1256.1198;;C70269D5-DAD2-460F-983E-99C8034C4889;09.04.2014 00:00
69780;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69780;;10-4030-025921;25921;;9;22565;22565;1;14198;1039145Vi73624;11777;553.97;44.3176;13.8493;612.1369;;019D35E8-756C-4B7A-A0FD-28C703D1C197;09.04.2014 00:00
69781;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69781;;10-4030-027983;27983;;9;20357;20357;1;5247;739148Vi27450;11777;539.99;43.1992;13.4998;596.689;;5BE8B6D3-8330-4088-8590-265853CFD42A;09.04.2014 00:00
69782;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69782;;10-4030-024996;24996;;4;27396;27396;1;13080;840533Vi67690;;2418.05;193.444;60.4513;2671.9453;;32DBF147-A518-4B48-AEA6-686FE5DC8406;09.04.2014 00:00
69783;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69783;;10-4030-027919;27919;;1;15624;15624;1;2726;640565Vi14177;;2438.06;195.0448;60.9515;2694.0563;;4C4F844F-755D-4C2B-96B7-7F35EFAEF845;09.04.2014 00:00
69784;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69784;;10-4030-023507;23507;;4;28852;28852;1;2052;440723Vi10726;;574.98;45.9984;14.3745;635.3529;;DB6E3A6B-87C9-4787-87FB-B855CE73CE5D;09.04.2014 00:00
69785;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69785;;10-4030-023706;23706;;1;17995;17995;1;12505;1241019Vi64696;;539.99;43.1992;13.4998;596.689;;ECAE0313-471C-4574-8BF3-EADC6F50BEF2;09.04.2014 00:00
69786;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69786;;10-4030-014884;14884;;4;18646;18646;1;19077;141229Vi99113;;1184.46;94.7568;29.6115;1308.8283;;A30EC1DD-062E-4F90-88AE-FF043BD3FFCF;09.04.2014 00:00
69787;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69787;;10-4030-021728;21728;;1;21406;21406;1;18367;141237Vi95455;;1205.47;96.4376;30.1368;1332.0444;;AB721E11-F7F3-4F15-99FF-7791C97CC77C;09.04.2014 00:00
69788;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69788;;10-4030-018798;18798;;4;20025;20025;1;12347;1041571Vi63886;;1728.27;138.2616;43.2068;1909.7384;;28ACF2FC-87CC-4F04-BEC3-AECDDB92C411;09.04.2014 00:00
69789;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69789;;10-4030-028436;28436;;10;28220;28220;1;13935;542780Vi72267;11782;617.47;49.3976;15.4368;682.3044;;FC4E91C3-1A8D-41E2-99F2-04B9257B9C10;09.04.2014 00:00
69790;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69790;;10-4030-029358;29358;;10;17848;17848;1;5652;1143036Vi29581;11782;2384.07;190.7256;59.6018;2634.3974;;BA7023A4-82E2-4434-906F-10B6719D9DBE;09.04.2014 00:00
69791;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69791;;10-4030-011356;11356;;9;13309;13309;1;5303;343197Vi27713;11777;791.32;63.3056;19.783;874.4086;;B5E2EFE0-18DE-473C-B3CD-110363595CAF;09.04.2014 00:00
69792;8;02.04.2014 00:00;14.04.2014 00:00;09.04.2014 00:00;5;WAHR;SO69792;;10-4030-022505;22505;;10;29041;29041;1;12939;143454Vi66924;11782;1735.98;138.8784;43.3995;1918.2579;;8E3B60A2-637F-4F08-8BC5-A672C8BBA3C2;09.04.2014 00:00
69793;8;03.04.2014 00:00;15.04.2014 00:00;10.04.2014 00:00;5;WAHR;SO69793;;10-4030-022570;22570;;10;13860;13860;1;19228;416567Vi99919;11793;1735.98;138.8784;43.3995;1918.2579;;D6A77350-8165-417D-BA30-0602518C7F4A;10.04.2014 00:00
69794;8;03.04.2014 00:00;15.04.2014 00:00;10.04.2014 00:00;5;WAHR;SO69794;;10-4030-022596;22596;;10;21769;21769;1;6870;1216575Vi35813;11793;1750.98;140.0784;43.7745;1934.8329;;A680F2BC-A9F3-4143-A578-7CD6A4862DBD;10.04.2014 00:00
